,title,synopsis,genre,adult
499,Fullmetal Alchemist,young brilliant alchemist lost much twelve-year life brother try resurrect dead mother forbidden act human transmutation loses brother well two limbs supreme alchemy skills binds soul large suit armor year later promoted alchemist state embarks journey younger brother obtain philosopher stone fabled mythical object rumored capable amplifying alchemist abilities leaps bounds thus allowing override fundamental law alchemy gain something alchemist must sacrifice something equal value hopes draw military resources find fabled stone restore bodies normal however brothers soon discover legendary stone meets eye led epicenter far darker battle could ever imagined,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Military', 'Shounen']",1
500,Detective Conan Movie 13 The Raven Chaser,living life days seem like might end pretty soon black syndicate coming dangerously close learning truth survived everybody around may end dead manage find member black organization infiltrated police forces currently investigating big serial murder case,"['Action', 'Police', 'Mystery', 'Shounen']",1
501,Mr Pen Pen II,sequel pen pen,"['Comedy', 'Kids', 'Shoujo']",0
502,Angel Beats ,awakens learn dead rifle-toting girl named explains afterlife realizes thing remember name tells leads afterlife battlefront wages war girl named unable believe claims evil attempts speak encounter intended decides join battle finds oddly drawn trying regain memories understand gradually unravels mysteries afterlife,"['Action', 'Comedy', 'Drama', 'School', 'Supernatural']",1
503,One Piece Film Strong World,upon hearing news islands east blue destroyed monkey crew investigate way however outlandish pirate ship appears sky infamous pirate golden lion man ate float-float fruit first ever prisoner escape impel quest defeat world government kidnaps navigator sends rest straw hat pirates floating islands hostages leaving dilemma separated land absolute control crew must survive mystifying terrain order bring back navigator friend,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen']",1
504,Major Message,thirteen years passed following injury put career pitcher standstill prepares restart baseball career fielder family struggles decisions especially daughter know enough father understand absent lives stop nothing game everything sake gift offer children baseball,"['Comedy', 'Drama', 'Shounen', 'Sports']",1
505,Liz to Aoi Tori,days solitude come end meets blue bird form young girl although relationship blossoms must make heart-wrenching decision order truly realize love blue bird high school seniors close friends tasked play lead instruments third movement blue bird concert band piece inspired fairy tale introverted reserved plays oboe representing kind gentle meanwhile radiant popular plays flute portraying cheerful energetic blue bird however rehearse distance seems grow disjointed duet disappoints band graduation horizon uncertainty future spurs complicated emotions little time improve performance draws near desperately attempt connect respective characters consider story brand-new perspective girls find strength face harsh realities spin-off film adaptation euphonium series tori dances parallels charming fairy tale moving musical piece delicate high school friendship,"['Drama', 'Music', 'School']",0
506,Mahou no Princess Minky Momo Yume wo Dakishimete Specials,three episodes,"['Magic', 'Shoujo']",0
507,Katekyo Hitman Reborn ,putting lightly good clumsy talentless desperately love school idol girl completely league dubbed loser classmates seems personification failure guise boring life takes extraordinary twist encounters mysterious reborn happens shockingly baby sent strongest mafia family reborn assigned daunting mission preparing dull middle succeed ninth boss notorious family brink retirement dull boy grueling road ahead help new criminal affiliates peculiar home tutor perhaps even loser achieve greatness,"['Action', 'Comedy', 'Shounen', 'Super', 'Power']",0
508,Kuroshitsuji Book of Circus,full wonder excitement arc circus troupe captured audiences dazzling performances yet fantastic acts come without price children mysteriously gone missing around correlating group movements unsettled kidnappings queen victoria sends notorious guard dog ever-faithful demon butler undercover mission find missing children trying balance new circus acts covert investigation big top however proves quite challenge performers growing suspicious threat mysterious benefactor looming overhead two discover shake core,"['Action', 'Mystery', 'Comedy', 'Historical', 'Demons', 'Supernatural', 'Shounen']",0
